0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"{'TEXT': 'GRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '3.82€', 'LABEL': 'b-total'}","{'TEXT': '28/07/2016', 'LABEL': 'b-date'}",{'id': '17'},,,,,,,,,,,,,,,,,
"{'TEXT': 'LE', 'LABEL': 'b-company'}","{'TEXT': 'MANZIO', 'LABEL': 'i-company'}","{'TEXT': 'BAR', 'LABEL': 'i-company'}","{'TEXT': '.', 'LABEL': 'i-company'}","{'TEXT': 'BRASSERIE', 'LABEL': 'i-company'}","{'TEXT': '.', 'LABEL': 'i-company'}","{'TEXT': 'PIZZERIA', 'LABEL': 'i-company'}","{'TEXT': '22', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '47000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'FRANCE', 'LABEL': 'i-address'}","{'TEXT': '44—06—2017', 'LABEL': 'b-date'}",{'id': '843'},,,,,,,,,,,,,
"{'TEXT': 'l', 'LABEL': 'i-company'}","{'TEXT': 'N', 'LABEL': 'i-company'}","{'TEXT': 'lTel', 'LABEL': 'b-company'}","{'TEXT': ':', 'LABEL': 'i-company'}","{'TEXT': '02', 'LABEL': 'i-company'}","{'TEXT': '25', 'LABEL': 'b-address'}","{'TEXT': 'Avenue', 'LABEL': 'i-address'}","{'TEXT': 'Joseph', 'LABEL': 'i-address'}","{'TEXT': 'SOULAS', 'LABEL': 'i-address'}","{'TEXT': '45800', 'LABEL': 'i-address'}","{'TEXT': 'ST', 'LABEL': 'i-address'}","{'TEXT': 'JFAN', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'BRAYE', 'LABEL': 'i-address'}","{'TEXT': '09/04/2017', 'LABEL': 'b-date'}",{'id': '1327'},,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': '«&', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AVTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aytré', 'LABEL': 'i-address'}","{'TEXT': '10.95€', 'LABEL': 'b-total'}","{'TEXT': '28/03/2017', 'LABEL': 'b-date'}",{'id': '499'},,,,,,,
"{'TEXT': 'RESTAURANT', 'LABEL': 'i-company'}","{'TEXT': 'ORANGE', 'LABEL': 'i-company'}","{'TEXT': 'AINTES', 'LABEL': 'b-company'}","{'TEXT': '/', 'LABEL': 'i-company'}","{'TEXT': 'ORMEAU', 'LABEL': 'i-company'}","{'TEXT': 'APT—RESTAURATION', 'LABEL': 'i-company'}","{'TEXT': '3.', 'LABEL': 'b-total'}","{'TEXT': '58', 'LABEL': 'i-total'}","{'TEXT': '14—04—2017', 'LABEL': 'b-date'}",{'id': '1657'},,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '6.92€', 'LABEL': 'b-total'}","{'TEXT': '12/06/2017', 'LABEL': 'b-date'}",{'id': '314'},,,,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aÿtré.', 'LABEL': 'i-address'}","{'TEXT': '10.00€', 'LABEL': 'b-total'}","{'TEXT': '18/12/201', 'LABEL': 'b-date'}",{'id': '248'},,,,,,,,
"{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': '«&', 'LABEL': 'i-company'}","{'TEXT': 'î', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AVTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aÿtré.', 'LABEL': 'i-address'}","{'TEXT': '7.', 'LABEL': 'b-total'}","{'TEXT': '70e', 'LABEL': 'i-total'}","{'TEXT': '25/03/2017', 'LABEL': 'b-date'}",{'id': '506'},,,,,,
"{'TEXT': 'Avenue', 'LABEL': 'i-address'}","{'TEXT': 'Charles', 'LABEL': 'i-address'}","{'TEXT': 'Peouy', 'LABEL': 'i-address'}","{'TEXT': '02.98', 'LABEL': 'b-date'}",{'id': '923'},,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'TKNNC—786]', 'LABEL': 'b-company'}","{'TEXT': '01/02/2017', 'LABEL': 'b-date'}","{'TEXT': '5', 'LABEL': 'b-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'S$t.', 'LABEL': 'i-address'}","{'TEXT': 'John', 'LABEL': 'i-address'}","{'TEXT': 'Perse', 'LABEL': 'i-address'}","{'TEXT': '97110', 'LABEL': 'i-address'}","{'TEXT': 'POINTE', 'LABEL': 'i-address'}","{'TEXT': 'A', 'LABEL': 'i-address'}","{'TEXT': 'PITRE', 'LABEL': 'i-address'}","{'TEXT': '1,75', 'LABEL': 'b-total'}",{'id': '937'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'RN—137', 'LABEL': 'b-address'}","{'TEXT': 'Les', 'LABEL': 'i-address'}","{'TEXT': 'Hautes', 'LABEL': 'i-address'}","{'TEXT': 'Versennes', 'LABEL': 'i-address'}","{'TEXT': '17690', 'LABEL': 'i-address'}","{'TEXT': 'Angoulins', 'LABEL': 'i-address'}","{'TEXT': 'Sur', 'LABEL': 'i-address'}","{'TEXT': 'Mer', 'LABEL': 'i-address'}","{'TEXT': '28/10/2016', 'LABEL': 'b-date'}",{'id': '738'},,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'U', 'LABEL': 'b-company'}","{'TEXT': 'C', 'LABEL': 'i-company'}","{'TEXT': 'H', 'LABEL': 'i-company'}","{'TEXT': 'A', 'LABEL': 'i-company'}","{'TEXT': 'N', 'LABEL': 'i-company'}","{'TEXT': 'SRINT—J', 'LABEL': 'i-company'}","{'TEXT': 'Ouvert', 'LABEL': 'i-address'}","{'TEXT': 'du', 'LABEL': 'i-address'}","{'TEXT': 'Tundi', 'LABEL': 'i-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'samedi', 'LABEL': 'i-address'}","{'TEXT': '8h30—', 'LABEL': 'i-address'}","{'TEXT': '21h30', 'LABEL': 'i-address'}","{'TEXT': '30/MAR/17', 'LABEL': 'b-date'}",{'id': '704'},,,,,,,,,,,,,,,,
"{'TEXT': '18/03/2017', 'LABEL': 'b-date'}","{'TEXT': '12', 'LABEL': 'b-address'}","{'TEXT': 'AVENUE', 'LABEL': 'i-address'}","{'TEXT': 'DU', 'LABEL': 'i-address'}","{'TEXT': '11', 'LABEL': 'i-address'}","{'TEXT': 'NOVEMBRE', 'LABEL': 'i-address'}","{'TEXT': '17138', 'LABEL': 'i-address'}","{'TEXT': 'PUILBOREAU', 'LABEL': 'i-address'}",{'id': '710'},,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'BIOCOOP', 'LABEL': 'b-company'}","{'TEXT': 'REGATN', 'LABEL': 'i-company'}","{'TEXT': '6,85', 'LABEL': 'b-total'}","{'TEXT': 'TOTAL', 'LABEL': 'b-total'}","{'TEXT': '<', 'LABEL': 'i-total'}","{'TEXT': 'Dt', 'LABEL': 'b-date'}",{'id': '705'},,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'E.LECLERC', 'LABEL': 'b-company'}","{'TEXT': 'SAINT', 'LABEL': 'i-company'}","{'TEXT': 'JEAN', 'LABEL': 'i-company'}","{'TEXT': 'D', 'LABEL': 'i-company'}","{'TEXT': '”ANGELY', 'LABEL': 'i-company'}","{'TEXT': '32.11.83', 'LABEL': 'b-date'}",{'id': '936'},,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'F—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SÛIERIE', 'LABEL': 'i-address'}","{'TEXT': '000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '1e', 'LABEL': 'i-address'}","{'TEXT': '8.02€', 'LABEL': 'b-total'}","{'TEXT': '17/02/2017', 'LABEL': 'b-date'}",{'id': '275'},,,,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': ' 9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'ALIMENTATRE', 'LABEL': 'b-total'}","{'TEXT': '29.', 'LABEL': 'i-total'}","{'TEXT': '000033', 'LABEL': 'b-date'}",{'id': '513'},,,,,,,,,,
"{'TEXT': 'srrcarkat', 'LABEL': 'i-company'}","{'TEXT': 'Carrefour', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'i-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samed', 'LABEL': 'i-address'}","{'TEXT': 'i', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'D‘imanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rur', 'LABEL': 'i-address'}","{'TEXT': '\\colas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aÿtré.', 'LABEL': 'i-address'}","{'TEXT': '03/06/2017', 'LABEL': 'b-date'}",{'id': '467'},,,,,,,,
"{'TEXT': 'Y', 'LABEL': 'i-company'}","{'TEXT': 'ILISIA', 'LABEL': 'b-company'}","{'TEXT': '3YLOA', 'LABEL': 'i-company'}","{'TEXT': '30', 'LABEL': 'i-company'}","{'TEXT': 'TONIK', 'LABEL': 'i-company'}","{'TEXT': '&P', 'LABEL': 'i-company'}","{'TEXT': '421000', 'LABEL': 'i-address'}","{'TEXT': '200', 'LABEL': 'i-address'}","{'TEXT': 'S000', 'LABEL': 'i-address'}","{'TEXT': '300‘6', 'LABEL': 'i-address'}","{'TEXT': '4N3', 'LABEL': 'i-address'}","{'TEXT': '199.1N0O', 'LABEL': 'i-address'}","{'TEXT': 'SNYS', 'LABEL': 'i-address'}","{'TEXT': 'AM3', 'LABEL': 'i-address'}",{'id': '315'},,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '18/05/2017', 'LABEL': 'b-date'}",{'id': '329'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': '0546457320', 'LABEL': 'b-address'}","{'TEXT': 'Lundi', 'LABEL': 'i-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Ayÿtré.', 'LABEL': 'i-address'}","{'TEXT': '11703/2017', 'LABEL': 'b-date'}",{'id': '498'},,,,,,,,,
"{'TEXT': 'SATORIZ', 'LABEL': 'b-company'}","{'TEXT': 'RUE', 'LABEL': 'b-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'TRAMONTANE', 'LABEL': 'i-address'}","{'TEXT': '30', 'LABEL': 'i-address'}","{'TEXT': '193', 'LABEL': 'i-address'}","{'TEXT': 'LES', 'LABEL': 'i-address'}","{'TEXT': 'ANGLES', 'LABEL': 'i-address'}","{'TEXT': '05/05/2017', 'LABEL': 'b-date'}","{'TEXT': '11.32€', 'LABEL': 'b-total'}",{'id': '665'},,,,,,,,,,,,,,,,,,,
"{'TEXT': 'MANZIO', 'LABEL': 'i-company'}","{'TEXT': 'BAR', 'LABEL': 'b-company'}","{'TEXT': '.', 'LABEL': 'i-company'}","{'TEXT': 'BRASSERIE', 'LABEL': 'i-company'}","{'TEXT': '.', 'LABEL': 'i-company'}","{'TEXT': 'PIZZERIA', 'LABEL': 'i-company'}","{'TEXT': '22', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '47000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'FRANCE', 'LABEL': 'i-address'}","{'TEXT': '21—01—2017', 'LABEL': 'b-date'}",{'id': '1468'},,,,,,,,,,,,,,
"{'TEXT': 'CRF—CI', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCH', 'LABEL': 'i-company'}","{'TEXT': 'ELIE', 'LABEL': 'i-company'}","{'TEXT': 'P', 'LABEL': 'i-company'}","{'TEXT': 'À', 'LABEL': 'i-company'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '20/12/2016', 'LABEL': 'b-date'}",{'id': '16'},,,,,,,,,,,,,,,,,,,,
"{'TEXT': '10/06/2017', 'LABEL': 'b-date'}","{'TEXT': '6,', 'LABEL': 'b-total'}","{'TEXT': '71', 'LABEL': 'i-total'}",{'id': '852'},,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'Restaurant', 'LABEL': 'i-company'}","{'TEXT': 'McDonald‘s', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'LES', 'LABEL': 'i-address'}","{'TEXT': 'MINIMES', 'LABEL': 'i-address'}","{'TEXT': 'Pole', 'LABEL': 'i-address'}","{'TEXT': 'loisirs', 'LABEL': 'i-address'}","{'TEXT': 'des', 'LABEL': 'i-address'}","{'TEXT': 'Minimes', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': 'la', 'LABEL': 'i-address'}","{'TEXT': 'Scierie', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '12/06/2017', 'LABEL': 'b-date'}","{'TEXT': '8.50', 'LABEL': 'b-total'}",{'id': '846'},,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '5.40€', 'LABEL': 'b-total'}","{'TEXT': '27/05/2016', 'LABEL': 'b-date'}",{'id': '113'},,,,,,,,,,,,,,,,,
"{'TEXT': 'E.LECLERE', 'LABEL': 'b-company'}","{'TEXT': 'SAINT', 'LABEL': 'i-company'}","{'TEXT': 'JEAN', 'LABEL': 'i-company'}","{'TEXT': 'D', 'LABEL': 'i-company'}","{'TEXT': '‘ANGELY', 'LABEL': 'i-company'}","{'TEXT': '17', 'LABEL': 'b-date'}","{'TEXT': 'juin', 'LABEL': 'i-date'}","{'TEXT': '2017', 'LABEL': 'i-date'}","{'TEXT': '4.28', 'LABEL': 'b-total'}",{'id': '649'},,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aytré.', 'LABEL': 'i-address'}","{'TEXT': '70.74€', 'LABEL': 'b-total'}","{'TEXT': '25/05/', 'LABEL': 'b-date'}","{'TEXT': '2017', 'LABEL': 'i-date'}",{'id': '488'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'l', 'LABEL': 'b-company'}","{'TEXT': '6', 'LABEL': 'i-company'}","{'TEXT': 'Leclerc', 'LABEL': 'i-company'}","{'TEXT': '—', 'LABEL': 'i-company'}","{'TEXT': 'Parc', 'LABEL': 'i-company'}","{'TEXT': 'Atlantique', 'LABEL': 'i-company'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': 'Gaterat', 'LABEL': 'i-address'}","{'TEXT': '17100', 'LABEL': 'i-address'}","{'TEXT': 'AINTES', 'LABEL': 'i-address'}","{'TEXT': '2,70', 'LABEL': 'b-total'}","{'TEXT': '28.01', 'LABEL': 'b-date'}",{'id': '1929'},,,,,,,,,,,,,,,,,,
"{'TEXT': '9', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'CHAÏNE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '2017', 'LABEL': 'i-date'}",{'id': '1097'},,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'rrrcrket', 'LABEL': 'i-company'}","{'TEXT': 'Carrefour', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aÿtré.', 'LABEL': 'i-address'}","{'TEXT': '70.56€', 'LABEL': 'b-total'}","{'TEXT': '31/03/2017', 'LABEL': 'b-date'}",{'id': '503'},,,,,,,
"{'TEXT': 'CRF—CT”Y', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCTERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '8.61€', 'LABEL': 'b-total'}","{'TEXT': '11/07/2017', 'LABEL': 'b-date'}",{'id': '271'},,,,,,,,,,,,,,,,,
{'id': '259'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
